hft_frac,lag,run,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_panic_ratio
0.8,0,19,1.2268187396140138,2.122460262611811,0.10669456066945596,14,0.9966666666666667
0.8,0,20,1.3117878007699562,1.6734695496655916,0.10590631364562124,18,1.0
0.8,0,21,1.9419914569207901,2.0423783421445942,0.17289220917822842,19,1.0
0.8,0,22,2.680143497304661,5.235014539652518,0.1389496717724289,32,0.96
0.8,0,23,3.0678359509115394,3.34841694400343,0.12807881773399016,25,0.9233333333333333
0.8,0,24,2.1955281575462693,1.8170159439882358,0.22025565388397253,18,1.0
0.8,0,25,1.541025445014304,1.4920423903497206,0.1187739463601533,20,1.0
0.8,0,26,0.7627823719005252,0.7172028323961176,0.09652173913043473,6,1.0
0.8,0,27,2.995476870235565,3.6444057933430596,0.16340508806262233,12,0.9866666666666667
0.8,0,28,1.758844912105827,2.21917903578619,0.1986166007905139,39,1.0
0.8,0,29,1.5481621992734669,1.7909590053368625,0.19907834101382482,37,1.0
0.9,0,0,4.773147225578711,5.6587453423491105,0.21052631578947364,30,0.9266666666666666
0.9,0,1,1.302691148815282,2.1574115474464453,0.10081466395112022,13,0.0
0.9,0,2,0.9422263263037457,1.0190201702828336,0.10144927536231882,3,1.0
0.9,0,3,1.0662359672213393,0.8742764719860036,0.1596385542168674,14,1.0
0.9,0,4,1.7110148606907634,1.2639675657115534,0.10983763132760267,11,1.0
0.9,0,5,3.520152675654905,2.2968433451071704,0.17403574788334902,25,0.9466666666666667
0.9,0,6,4.85649412349708,5.0727704628437165,0.24279069767441855,42,1.0
0.9,0,7,1.736329370922242,1.7197086092672935,0.13008130081300823,33,1.0
0.9,0,8,1.0071868759225562,0.8025896698126993,0.08938547486033527,62,1.0
0.9,0,9,5.628881146785728,6.272496525960199,0.2463235294117647,31,1.0
0.9,0,10,2.4123733492835946,2.112013237924162,0.12422360248447206,12,1.0
0.9,0,11,2.3826072067420028,2.4043389772912134,0.21118611378977825,41,0.9466666666666667
0.9,0,12,3.0572166110894803,2.771537399436351,0.1729257641921397,17,0.97
0.9,0,13,5.361431365053142,4.12072737328355,0.22842105263157897,10,1.0
0.9,0,14,1.9151799659891984,1.476593829188796,0.09674234945705822,11,0.9933333333333333
0.9,0,15,4.247908942011595,4.920339084134443,0.16467065868263472,43,0.9166666666666666
0.9,0,16,1.1025093688481107,1.3402201726641272,0.1613566289825283,28,1.0
0.9,0,17,1.7026545582218444,2.0539245195764444,0.09491193737769082,10,0.77
0.9,0,18,1.2796596027352558,0.9422243921821863,0.17845117845117836,9,1.0
0.9,0,19,4.235560154215993,3.066765041129049,0.23485554520037283,13,1.0
0.9,0,20,2.234185471099183,1.8169777652628676,0.12467076382791925,25,1.0
0.9,0,21,4.7360005476183415,3.8354277109991104,0.1443089430894309,20,1.0
0.9,0,22,1.5254683087058918,2.138095318051226,0.16954314720812186,117,0.0
0.9,0,23,1.5723197372420858,1.799972429761177,0.14150943396226415,6,1.0
0.9,0,24,1.1557547849712133,0.9650756084163783,0.10763209393346379,60,0.0
0.9,0,25,0.774857012942249,1.7127324308442484,0.2064579256360079,51,1.0
0.9,0,26,0.8741126155605926,0.7518145473397903,0.14977973568281933,10,1.0
0.9,0,27,3.0529155978697946,5.145740922663649,0.12124248496993982,33,0.98
0.9,0,28,0.9376812151263478,0.9630416212174442,0.10122699386503059,7,1.0
0.9,0,29,2.1945345544426815,1.820628988232802,0.1100762066045724,15,1.0
1.0,0,0,3.5766334790823286,2.9967971677262146,0.2633928571428571,18,1.0
1.0,0,1,1.1278113199164028,1.6146432285191383,0.10551790900290409,33,0.06666666666666667
1.0,0,2,1.8958501483085135,2.480579041489108,0.11782477341389731,300,1.0
1.0,0,3,3.211043720005974,2.4728421299440293,0.1596385542168674,28,1.0
1.0,0,4,0.9838747732787112,0.9170700893918521,0.1020408163265306,16,1.0
1.0,0,5,2.6354294430441736,2.257920099174696,0.12881679389312978,26,1.0
1.0,0,6,2.193677348553694,3.0469279902634696,0.2756964457252641,30,1.0
1.0,0,7,3.1999967811921604,3.176218631990191,0.11247216035634738,9,1.0
1.0,0,8,3.58152103997999,3.046116954021237,0.15154639175257734,87,1.0
1.0,0,9,1.1452950852516233,0.8932159229395655,0.12785862785862784,12,1.0
1.0,0,10,2.2844203135332375,1.9820296355009441,0.14474929044465465,71,1.0
1.0,0,11,2.704446754392445,2.7128734285428795,0.11207834602829174,22,0.9766666666666667
1.0,0,12,1.5345390235248881,2.1700413061995603,0.2077393075356416,20,1.0
1.0,0,13,2.67138475595834,2.493676000280896,0.1496746203904555,8,1.0
1.0,0,14,3.810498632405546,3.7744896299685786,0.22777222777222775,106,1.0
1.0,0,15,3.2876467297502665,2.0443427539967445,0.2586837294332725,181,1.0
1.0,0,16,1.9884740285092537,1.839263955859674,0.14065934065934063,29,1.0
1.0,0,17,3.838183546999812,3.598140745614262,0.18087318087318094,16,1.0
1.0,0,18,2.2227342660345095,1.6909760462238932,0.13218390804597702,1,1.0
1.0,0,19,2.212837847378701,1.8283584475449186,0.15887850467289713,3,1.0
1.0,0,20,1.3921930056023901,1.4156896268007435,0.13009708737864084,6,0.0
1.0,0,21,1.1993445590473069,1.0044176918527483,0.1063583815028902,8,1.0
1.0,0,22,1.5393316202661056,1.6060158706893646,0.15221774193548396,20,1.0
1.0,0,23,4.169376926306811,3.6675560693215767,0.10789210789210787,12,0.77
1.0,0,24,5.511449383556236,4.488501741278655,0.23559670781893008,129,1.0
1.0,0,25,1.4770165951146779,1.9238226765872488,0.15545243619489565,300,1.0
1.0,0,26,2.417725267645854,2.2915671016286776,0.19023904382470128,19,1.0
1.0,0,27,1.7719406955982813,2.2853702435363066,0.15821501014198777,300,0.5133333333333333
1.0,0,28,2.482634674363306,2.1362273554958757,0.13556174558960082,6,1.0
1.0,0,29,2.8737834179017963,2.504001722281626,0.2120622568093385,4,1.0
0.0,1,0,1.2576598488002,1.621558452901777,0.1841563786008231,7,1.0
0.0,1,1,2.39406863712361,2.166729452638984,0.1830065359477124,18,0.24333333333333335
