fast_share,lag,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio
0.1,1,6,1.5951722346817954,1.5752784727773943,0.10122699386503059,0.9833333333333333
0.1,1,7,1.9870512556146998,2.152021110437314,0.1118493909191583,0.7466666666666667
0.1,1,8,5.241142594871828,9.053611833715092,0.11275026343519497,0.86
0.1,1,9,1.490779230415347,1.499965995792175,0.10019267822736024,1.0
0.1,1,10,1.549748834220493,1.6463947393377292,0.0975609756097561,0.8333333333333334
0.1,1,11,1.5686385051819949,1.6058957224996122,0.11958568738229758,0.49333333333333335
0.1,1,12,1.8033568073897526,1.8551476841042935,0.09953488372093026,0.94
0.1,1,13,1.2207087582736194,1.2402160758921736,0.09424603174603174,1.0
0.1,1,14,1.3779514683845981,2.0750008253983774,0.1686320754716981,1.0
0.1,1,15,2.1504544284307054,2.3294768892646105,0.1646511627906977,0.9833333333333333
0.1,1,16,0.8111656744487592,0.9207561435406612,0.1601049868766404,1.0
0.1,1,17,1.3753355391634143,1.676116585227188,0.0949367088607595,1.0
0.1,1,18,0.878592909305904,0.8821234277309534,0.10309278350515463,1.0
0.1,1,19,1.3547518313666094,1.2448761618551105,0.10303030303030306,1.0
0.2,1,0,2.1509633890626727,1.8840886004015298,0.10019267822736024,0.89
0.2,1,1,1.4970515518634364,1.6839257598985056,0.09732824427480918,0.95
0.2,1,2,0.9803545476132834,1.2128048915479999,0.12768496420047737,1.0
0.2,1,3,1.094136745617954,1.1001055823855075,0.1045685279187817,0.98
0.2,1,4,1.2418321631657336,1.1987362453791843,0.09318637274549095,1.0
0.2,1,5,1.3878822207177222,0.9650275155129905,0.09465791940018752,0.9533333333333334
0.2,1,6,1.6902437624786348,1.6974255489045462,0.11243781094527361,0.89
0.2,1,7,0.9732311635238451,0.9681867395082455,0.12330097087378644,0.0
0.2,1,8,1.4615988017393249,2.066245409293188,0.10564663023679412,1.0
0.2,1,9,1.5949827119393292,2.252268603798437,0.09978768577494698,1.0
0.2,1,10,1.3419951097553031,1.3287992886969782,0.0962099125364432,1.0
0.2,1,11,1.4892964539544487,1.8379544479558143,0.15944881889763768,0.9366666666666666
